"order_id","payment_sequential","payment_value"
"0030ff924c38549807645976adeef2c0",1,292.24
"00310b0c75bb13015ec4d82d341865a4",1,55.28
"00324b3eda39ba5ecce3945823e3594c",1,110.07
"0032d07457ae9c806c79368d7d9ce96b",1,186.19
"003324c70b19a16798817b2b3640e721",1,234.7
"00335f75ea6a4455b524a8dd177067f5",1,177.01
"00337fe25a3780b3424d9ad7c5a4b35e",1,139.68
"003423b755b562962a6225a8de40d12e",1,261.33
"00345f338696283410b7977d2e3efc89",1,67.34
"0035246a40f520710769010f752e7507",1,99.11
"0035c0b07126fe9c24a325216fb96064",1,150.44
"0035e6b7ade84b3f5b86bd49814793df",1,34.0
"0036757472ece3dde52fd4bfd929c90e",1,203.03
"0036887767dea4bd43b1a88cd0d9477a",1,423.63
"00378c6c981f234634c0b9d6128df6dd",1,52.85
"003822434f91204da0a51fe4cf2aba18",1,175.16
"0039500db36d50d7d0bfaf23723550f3",1,203.23
"003a7f59d7e08a9c61d9e2881fe6459c",1,134.28
"003a94f778ef8cfd50247c8c1b582257",1,57.98
"003cc6161d7a2593f2525cce0c330d32",1,97.9
"003d0634280ff3d1d3a54459349a6899",1,228.89
"003d804eef0e1b856881cd18e0cc0d4c",1,312.74
"003d9fc84ad902adf2265248b5ffe1a4",1,94.74
"003edccf16bc5ec447f592913b3df2b4",1,64.85
"003f201cdd39cdd59b6447cff2195456",1,204.06
"003f9bcc09427647c4b9d361a523545b",1,238.8
"00404fa7a687c8c44ca69d42695aae73",1,99.9
"0040a56893444cb56cba7cfe2225e34e",1,119.29
"004157daafa0bc8672e01f00e4f0c04f",1,222.91
"00418a49a685c6bb60633291c3fab17a",1,56.78
"004345d16a1ab2c21962992c721c8643",1,53.27
"0044c6f6d22dd280534344177c81b989",1,196.07
"0045e3085f083f0f38d24bb3f22e6593",1,130.74
"0045f5225a96ef46630701167528fdcb",1,110.41
"0046176ff0dbc2a178b7885355dfbb71",1,137.72
"0046e1d57f4c07c8c92ab26be8c3dfc0",1,15.57
"00471463a6106056c1a2a809f70de640",1,265.96
"00482f2670787292280e0a8153d82467",1,18.56
"0049edf42837aa808e03552a62bd2158",1,67.5
"004b62108b876867938746ad3154167f",1,118.35
"004ba47bb589cdbc485e6025bd6d3c81",1,60.85
"004ca5ae248069d68e8594df8abf6ce0",1,221.08
"004d76fef3dd46eb4f70da049c8d1f93",1,147.39
"004eab0fd8f28adaf8d488976f77febe",1,33.48
"004f5d8f238e8908e6864b874eda3391",1,138.6
"004fb11815bc03b01b20a614eef69d14",1,92.74
"004fb5e6f90a178dc74ad2b016649249",1,143.92
"005059edee63c8c708ba61910793b31b",1,219.78
"00526a9d4ebde463baee25f386963ddc",1,169.16
"0055b77cca3186676c147f532dd2547b",1,189.37
"0057199db02d1a5ef41bacbf41f8f63b",1,37.09
"00571ded73b3c061925584feab0db425",1,389.82
"00584d79015452d19fd3d044ba3abdc0",1,122.17
"00588f5f20fee630b83d4709e0a42715",1,114.9
"005997dca4c1fc45066d0a03d54a6469",1,133.75
"005a1dded353107dbabf8ffc83a20365",1,89.28
"005b49de51a4e006055e8487a50ad8e4",1,61.38
"005cad6157eadc7f1f09917607f1704a",1,110.84
"005d9a5423d47281ac463a968b3936fb",1,145.26
"005e5166e99d1e4d0c4f808b0540ba94",1,136.7
"005f25968fc854ea16fb16f5bdbc87c7",1,86.15
"00602f25bffa1dcfb71e202fbf9824fb",1,93.92
"00611822267e76e0055c25c18506f06e",1,180.21
"006127b8b9a1681a982313ed7129c3c0",1,556.22
"0064d74f7de7917d54768d7722ad56ac",1,221.07
"006557c3221c1fcd02b0106343ab357b",1,23.17
"00664284de7a3470d22931ed78615ee4",1,55.75
"0066a1fdaee16ad5022c5ef979d0b661",1,226.28
"0067c6030d65af0ff98790158ddb0020",1,54.06
"0068468c453d28c8ef3fd089e50a5847",1,489.85
"00685d31ae12e47470ba5c18ba74f22c",1,75.17
"0068c109948b9a1dfb8530d1978acef3",1,103.38
"0068e836900867da359bd81db9227a33",1,113.43
"0068fb0e223115e911d362627e8b8800",1,91.79
"006c42f310102c1910b3c5793ce5fc34",1,250.79
"006cb7cafc99b29548d4f412c7f9f493",1,70.14
"006cba07f62f921fe4f58365bde2b2eb",1,81.98
"006dd93155bc2abd844cc5eed3a0fe7f",1,57.68
"006df90050498994d670b40da4651d22",1,21.39
"006e05e81c068ddc38e48ebe189b922e",1,43.1
"006e43460a55bc60c0a437521e426529",1,142.06
"006e91ddb0674525f84ce0da0655c7ba",1,529.35
"006f7dfffe2d90809598e8f1972b829b",1,52.64
"0070092bb6004faafa287e5fc35971e9",1,163.06
"0071ee2429bc1efdc43aa3e073a5290e",1,100.0
"0071ee2429bc1efdc43aa3e073a5290e",2,92.44
"0072847849eafe70995fa51a714c81ac",1,234.89
"00750f68bb64537034e93554c64b41b5",1,137.16
"00756576f4e494406945ac21cb82cfe0",1,152.71
"00772b2af35643653f108fdac1155ee3",1,47.96
"00789ce015e7e5791c7914f32bb4fad4",1,190.81
"0078a358a14592b887eb140ef515f5ab",1,336.38
"0079bca8e89bd52fdb87408e4f3fb94d",1,57.29
"007bbb40c95870c0f75a7855f2636c65",1,162.85
"007beb35f98c075747e6fc4fd1c0cb73",1,83.59
"007c7cb12ef3567531307ca78d395758",1,195.0
"007ec946d4f798caf2b43c9d44c56421",1,43.0
"007ff0b0f79be782f633fc3b18cbe337",1,55.11
"0080eebb288dba1857ccf048dfe6bdfe",1,21.1
"0081ab2c99dc85945c28926b77dc6960",1,279.7
"0081ce648af7d6a7bac2a93b6035d1e3",1,117.85
"0084209c576daad6ff4534902fcb4892",1,85.14
"0084e195fbd72ae51599af47f04afede",1,113.03
"00858d03144cc35cfd1dd043647e7c88",1,184.03
"008720830a8a30e39e6f22f81818a141",1,69.72
"0087889a1c836be17f58afd7f1729a4a",1,269.63
"008819c6d5f6da6fa5cd9d50ca927cf4",1,62.65
"00891ba5de66f55000ee358ceea9b345",1,149.69
"008990da719764fb392914d8ab53ad04",1,54.13
"008a1b3db2a8bf63418c2cf7c7f494b1",1,33.12
"008a40c2b8b21893e04945ce58854b55",1,112.0
"008c3a655c66f4d92370d0d422732f69",1,99.44
"008ce8764db2e397e153000e017475b6",1,70.88
"008cfe221ab054c89bc31720098cca51",1,146.84
"008d9bf350ff02ed444b3452cf3f57e0",1,50.44
"008dc31c0ae7121f2791953ae5f532c3",1,62.65
"008dd5e80ebf8f849aa0c5bf4e22ce7a",1,207.74
"008eaf9004164883520d0bd32b107261",1,157.34
"008f831b7185cff7ab35a46c37d64cd2",1,286.09
"008fab5602c441d51f30b1464f5d4643",1,65.55
"0091a677651feaf5a08d7bb147681e14",1,45.53
"00921e4911895b93c7b4fc0d80c0815e",1,96.62
"0093cbf16a6afb7f0ab7cc821b6f9e92",1,142.96
"00946f674d880be1f188abc10ad7cf46",1,232.72
"00949655cdd8d0465e433a5e6c9643e5",1,25.87
"0094bd07f49fed90209ffa62d1ef26d6",1,18.92
"0094d4660e323945f84f5c29eb348aae",1,309.4
"0094dc9ea7e3cd54d95aea42685673ff",1,104.79
"0095790a64527ec83aeaaf99023c050e",1,62.66
"0096668e5b0b8e9657a6f7209a4e58b4",1,180.37
"009742b43f4530bc3db7f62332c50f4b",1,146.18
"00975e709cd12c34d3bd44e4a7f7a876",1,94.66
"0097aafe2a01dd54e39888976160c377",1,70.59
"0097f0545a302aafa32782f1734ff71c",1,507.84
"009838529bb913846ab6670d22865381",1,176.4
"0098dbda25722a3f019fe252a0cd10b3",1,165.03
"009905140e9f8cc35d5be897937381db",1,116.44
"00995d799817ecc3bd2abd8fbe59c430",1,62.82
"00998f38df3012359ef195ca75ebb329",1,143.24
"009ac365164f8e06f59d18a08045f6c4",1,0.88
"009ac365164f8e06f59d18a08045f6c4",2,4.5
"009ac365164f8e06f59d18a08045f6c4",3,8.25
"009ac365164f8e06f59d18a08045f6c4",4,5.45
"009ac365164f8e06f59d18a08045f6c4",5,8.75
"009ac365164f8e06f59d18a08045f6c4",6,4.17
"009c278fa2ed6e7ec498200b60193ca8",1,45.09
"009e11afa25aa95ae78e60a793995c9b",1,65.14
"009fa9bd0d92710e840793bfefa80867",1,100.33
"00a0116ff15ff973ea16bee881208ae7",1,194.12
"00a12754417a49a9dec20361849aa917",1,57.72
"00a13ab02fbe82f78cd84f14e41564ed",1,168.35
"00a174dbf11967d260033fa6ab711493",1,291.43
"00a1e977cf6e672402963940db55d919",1,32.64
"00a250dbdb3153cc6ecf4d3f07ef6a17",1,61.77
"00a379dfab816a83741012b71b264098",1,23.38
"00a3a334aec7455a6d3319981499a3da",1,36.35
"00a3f1ef430d3984dece2f39d6cbf431",1,201.99
"00a4d94df1c9757661679b2f4bd6d311",1,59.33
"00a57dfbb049fbaae10763e2cf15f797",1,337.38
"00a690becda145533fa5a54daa7b6ad5",1,117.42
"00a843f5a80c7aea894c558acc29f513",1,47.09
"00a870c6c06346e85335524935c600c0",1,69.9
"00a9536682ecb394a3794c1608200803",1,122.17
"00a99c50fdff7e36262caba33821875a",1,75.29
"00ab1aba567dfebdc39caa4e7ca2f1b2",1,48.38
"00ab210695a17fe10e6b23616ae5bc97",1,46.53
"00ab3a43bda739029ffce95d3b2fb56c",1,35.36
"00ab9fa91aafa3d881164b0da48999aa",1,644.34
"00ac05fe0fc047c54418098eb64e3aaa",2,123.47
"00ac2a1ec784f71feeb7ba1e5959750d",1,56.32
"00ace652c8a5072670f30674e5f19844",1,147.26
"00ad1a02d4d9decad15c7e8f8a9470cc",1,68.25
"00ae7a8b4936674ebb701d4a23719a79",1,37.16
"00af3d9ddff7f256e83d79247dbe1a9f",1,90.73
"00af53fdc2002f5b6a8f16db648e003b",1,51.75
"00b12f4674177ef40c4bdb034138c843",1,122.87
"00b1861aeb89afa498404c684148a619",1,98.24
"00b2d2f2b5f7b98e6b1828764660134e",1,159.69
"00b30bb163474583c14db1689259cf4d",1,216.51
"00b402e8a76d3da83714c52d3977cc2d",1,165.91
"00b44ba3d7c4a5e9a9ebafef9150781d",1,67.58
"00b47ee856118583dbec7d1f9b18d847",1,28.88
"00b4846d477a7baf5d4e47970bc08c7e",1,48.01
"00b4a910f64f24dbcac04fe54088a443",1,2.54
"00b4a910f64f24dbcac04fe54088a443",2,48.05
"00b4c651133c06fb175123a492f1cac3",1,173.49
"00b5e1c770b1868ec1b6b726be3aa9b9",1,59.25
"00b676b01c289cc661c6f7732492771a",1,71.19
"00b6c055922e0ed2d88efdd252b2fb64",1,71.05
"00b7174ea52bb811ebe2663add51afc0",1,92.97
"00b8d354b36820e9d6131fd5173c5581",1,65.31
"00b9e0f8f588d0406a3de447eb606970",1,56.5
"00ba414462370af2d76195d12e0d5481",1,39.09
"00ba57ae98928df6ba6ec9d3d8d4b1b7",1,149.01
"00bbc4179554524748f77763ddd62266",1,97.87
"00bc78808b22918a467b2fa4b8ef5d68",1,84.69
"00bcee890eba57a9767c7b5ca12d3a1b",1,772.5
"00bd2cb7e9076e1ccc9f766fc01a4cfd",1,112.62
"00bd50cdd31bd22e9081e6e2d5b3577b",1,4.88
"00bd50cdd31bd22e9081e6e2d5b3577b",2,40.46
"00bd50cdd31bd22e9081e6e2d5b3577b",3,40.46
"00bd8cf08fa3998ea6ad6d16c2165822",1,34.28
"00bdcdda88e6b02977fc6ce3d412c600",1,137.83
"00bdebefeb760588a3425fad9dfed3d9",1,139.98
"00beb247698c6aae94e3f859d279e2cd",1,52.39
"00bf1320ffb5fe47a845feca16c0e0b4",1,469.39
"00c00d5b36157595e21108ba1da2828f",1,312.92
"00c2335723b9b74668062e946dc66621",1,31.38
"00c405bd71187154a7846862f585a9d4",1,6.03
"00c405bd71187154a7846862f585a9d4",2,0.21
"00c405bd71187154a7846862f585a9d4",3,0.1
"00c405bd71187154a7846862f585a9d4",4,0.25
"00c405bd71187154a7846862f585a9d4",5,0.1
"00c405bd71187154a7846862f585a9d4",6,20.0
"00c405bd71187154a7846862f585a9d4",7,20.0
"00c42b1633c1b2fa4e937bf312466561",1,55.0
"00c47cfa491ef55779ec7557673087fc",1,72.07
"00c47fefb9a49baec12ab3654d7f548e",1,266.69
"00c4f17dcb94448f27a2cbaa83f10a4b",1,39.39
"00c62d05602c1ca8164b98746d127fa8",1,128.35
"00c763284c0056eed753352f5559ff0a",1,94.55
"00c81b6675ef9ecaaff5fc1d6720b96c",1,39.09
"00c826c901ab01b6f598a8f0c9b56b82",1,92.91
"00c842d0ae6462afc1d38fc055b02c75",1,77.57
"00c8be06a8029e300dabd52c7d4c6ad2",1,35.0
"00c8bfbb0a1224dcdb0180a544247159",1,173.2
"00c9474e0334f7a4ffc8c3a8bd21a51e",1,1075.74
"00c95282163553a982f38481f9488481",1,64.9
"00c95282163553a982f38481f9488481",2,20.0
"00c95282163553a982f38481f9488481",3,20.0
"00c95282163553a982f38481f9488481",4,20.0
"00c9d0257381c7e9ec13b4505f25b2cf",1,387.57
"00c9d9e61ed13f5bf2f0344da1aa4775",1,56.29
"00c9f7d4b0e87781465e562dc109f6aa",1,120.36
"00cb18db3d9c03f8386e7fc70cad2504",1,144.03
"00cb9736c0b43d6c1e2fbb2b88e69f6a",1,126.74
"00ce92d57f4f9a112bdb8a2a283e5f97",1,189.37
"00ceda91cb2ded8570ca73e70571740a",1,34.0
"00cee8a4dbb042385cbbd84699e78b2e",1,69.07
"00cf2b04c59f0ecaf822bf3f334d5c3b",1,334.68
"00cf47526e0f7920b381b2baf4ecf1c7",1,74.49
"00cfabbe2a93b70beeec4894f86712a8",1,45.1
"00d03eb3425f41a599ae2f788e23c07f",1,90.17
"00d0ff2017f9ea13dd7eec7470ca473a",1,74.69
"00d1289d5125017a90e528b5a7cee91f",1,179.0
"00d15ff0236872686e4899ed1ce680ad",1,80.29
"00d1e381c0995f0bdb95909fe7434d0b",1,170.16
"00d2559e61b9a0744a0552c35c5ecccb",1,872.52
"00d29386638bbfd1331a2cd7ab91b5b5",1,32.84
"00d4439957b7fd3f8da4a33a965817fb",1,33.97
"00d50baf1bc56a3c59de1810a6b84b0d",1,188.24
"00d5fac7792747fba4b528f23930bebd",1,80.23
"00d831d5c3ea03b7cd6f883ad799c7e4",1,138.16
"00d85bfe0e28c91b69d0fe1f29255a31",1,203.67
"00d88c00221ce96a1cfcaca9f2fceb3b",1,347.56
"00d8d65b666158b633f96054d31af43b",1,130.88
"00d94e8901b75ee0d6ef1f87f947b666",1,97.4
"00d9ac423c9ad6781c0ed04e87666691",1,379.2
"00dc6ad47477b3b62d3c0acbe98a82a4",1,144.22
"00df27e666004db9f14bce766fa5327c",1,203.67
"00dfb074b5c910fbd08e04691c4b712f",1,134.57
"00e054d0da011d5016f31011af488f4f",1,118.82
"00e0bac9f6306d8269770acf4ee4b027",1,94.3
"00e1426d4c79f2e022570012c1ff57ed",1,86.55
"00e1bdb3f1388c8ed222597ee4fa01e7",1,437.59
"00e32e413e017e64ff93a9e800b8e1be",1,322.17
"00e365f4fc03d1098841af23d05c17a6",1,194.33
"00e4050fe32e786290a29c61141e979f",1,64.0
"00e5b655df1cc911466758210325c67c",1,113.5
"00e63486fad9d24645c9c84ed77c15fa",1,54.32
"00e6786fee8f476835c151a4d3fa9bf1",1,175.77
"00e6bc6b166eb28b4502c1cad4457248",1,85.86
"00e6bc6b166eb28b4502c1cad4457248",2,66.07
"00e7aeced1d61792368ec7bf8b967a90",1,58.7
"00e7ee1b050b8499577073aeb2a297a1",1,146.87
"00ea33f994bec0bbfda582074083ae12",1,108.32
"00ea690fe8c5eba029a3884243a02352",1,49.1
"00eb7b95af5ed25aaec66d4ff5295846",1,106.97
"00ec95a58b63378d4cc06d196cdefdf6",1,187.96
"00ed64bc080d87b4ab7f0c433bc5e98f",1,61.01
"00eead1d5a799277ef3d6b387b0bebef",1,98.26
"00eef7fe9e315a85d1a61a50cccb2494",1,63.27
"00ef7ed06a55243f3e6a9d373a89eb14",1,76.17
"00efb72d8e18533f736e86770705d094",1,89.96
"00f1a34f176151c4dcbd802c244e1072",1,84.79
"00f1bb0af030935db1745ee28367ea26",1,288.88
"00f1c7c1542f5f86c3091749d9e939d8",1,101.34
"00f1cc7439ccb8671133776d1829faf5",1,177.32
"00f251b943aba645652c7138e4716fee",1,101.25
"00f2a3509bd600bd1a06a48353788d93",1,47.67
"00f2c876aa08fbba04199823952e96c1",1,86.22
"00f324f6ec332cd73ef8be4888573662",1,156.33
"00f33ee62c15223679d3550e751c37cd",1,54.61
"00f426c7214575822c3cb44ea59ef0f6",1,94.65
"00f57f2ccce2a2e3f393fe8f5e616e0d",1,285.81
"00f5fbdc777e8198c1ee008122e28ae3",1,221.07
"00f621226c6f4e938348f6f3a71fdc62",1,231.79
"00f6ac4816d12f49026b09f2aa77d15f",1,163.32
"00f6dbc6195397197ee147ee45607a2c",1,64.42
"00f7c5b41250e0126ced62d612ff4711",1,80.67
"00f86b368251d739f1896d41469b2b7a",1,175.05
"00f8fc0cb9d9b7813f1f54fbd75426f1",1,163.77
"00f98eaeddb9debc8df8cb27e08216d4",1,60.94
"00f9b0236a85fb8a06fbd9b9c53fddd8",1,166.62
"00f9b6769c6648ac08bf43081d1f2b07",1,89.61
"00faa6afcde74aaa630e1d2fda2bb0f7",1,40.76
"00fb055886536063afa0dbee07a0944f",1,57.38
"00fb278a99144cc1004b3ed1452ff5e1",1,30.95
"00fbcd8b120e5706c58b9d1a0026a7da",1,24.01
"00fc308dd7f0937682698becaa9dcc45",1,104.11
"00fcf938cde49ae138942b632ed62393",1,50.34
"00fdb72e467da6f3b000b19b368a6cf6",1,35.85
"00fe20fc069833ab95021b46d6862646",1,150.02
"00fed9e582d5a3e38566872eec164ac6",1,412.18
"00ff0cf5583758e6964723e42f111bf4",1,170.15
"010061e3aa0c6ed5e393dda0652bbee8",1,309.29
"01006620eb4732deec44be4b0d9e33cd",1,145.13
"010078e0913f48d014483bd856c01ca1",1,58.61
"01015fb6493ea5b9ba105c80b5452da1",1,19.85
"0101aea69a09e1aa32caa6dbaba98503",1,94.9
"01029b44abe6e15c8df48b1b759ab437",1,93.85
"0103878b7ed86b6ec873cfae01379472",1,265.36
"01074135a88ffa5978eaadfc7f482f2b",1,116.61
"0108c64ec135e4a7a75e9b5102af9bfa",1,193.53
"0108fba93678555ad1cec9c267848187",1,219.12
"01094e169d4b14edaf6954eeddb83633",1,108.86
"010a35dc7fc3808a03d243d2fd8c6e35",1,132.05
"010ab3b1993057e91f825c672375a66d",1,155.05
"010b0f6bd323a9effd095a743e660f26",1,36.71
"010b143d83a59b355cd5a75c0f0fd785",1,224.6
"010c995323bc17d8156fbe2c37fed63e",1,56.12
"010d14f76a229c295260e4ca4744acc7",1,44.69
"010d15deea8cae96ae86ea8097917a17",1,300.55
"010d6db2f77220b394f147836c94f27b",1,30.13
"010e04b5f879320f29a9bd6ca41abc94",1,119.48
"010e7dda85fff564e8b7076ae3928efb",1,133.34
"010ef5b0279d7512e7343cb775e423c0",1,74.41
"010efe60bdadc9261d1902f3c1dda5f3",1,128.65
"010f223ddbec749e95ef3f5414f9c4ee",1,97.43
"010fadb12341d8253d920362fc8f7a16",1,54.0
"010ff1cfe12f3094577e72b7bcecdf98",1,262.24
"0110688c40ff035d672af3aac1f38f10",1,458.94
"011080783e02d05b26c8c158b3653a42",1,47.72
"011105c3b5b8693eda1bfb1f152cec2a",1,251.59
"011108c8a3d6eee6807f48a2e639439f",1,691.49
"01115c06246220def210911556bdc0e5",1,143.68
"011331376a4c6cc7a9e5bc165ec169d0",1,144.63
"011375f941b3695c3c3ee58bfe0d3655",1,144.29
"0113affd907a209209ab08413bb54226",1,186.1
"0113c9989fe6e5007795daec0633b405",1,128.88
"011405ae7b89def8ffb3468eb29c299d",1,37.86
"01144cadcf64b6427f0a6580a3033220",1,171.3
"0114835d7f0b3f674b70a989411e31c1",1,112.13
"01156b662f3f47b249b5a8881d205f08",1,43.0
"0115abf6b892040abfdd5bdfcb6b2c51",1,207.98
"0115d160c5fbd758a139ff90821db60d",1,411.63
"0115f8bb1dc16d3fac863ce1deb037b6",1,136.46
"011667ae100a333a3051c9a23e3f0283",1,42.09
"011724d1afbd91844302627f79a66800",1,69.69
"0119e98feb97441cb456c010c25b04ff",1,104.96
"011a43bc9bb525517251ebb3ebc99b69",1,920.2
"011a56023faf5bbb9af634e20a85f7bc",1,137.28
"011abf147a69ba486bae3a74b6cd1814",1,296.71
"011af0959ebf2b09a062867811dc63b5",1,74.16
"011b142c9e082a5c1d10e0a88cd9c8e8",1,297.2
"011b8dd4f8c36fd4fcf50643ce91d58a",1,265.98
"011bf86f1b7dacebda2c874333cf656b",1,108.64
"011c899816ea29773525bd3322dbb6aa",1,99.9
"011e6e76dd0cd56d26b5b0cb036e80a8",1,23.28
"011f9dff2545a2cf8ac1809faed3ec88",1,126.26
"011fcb4fabb3e142579ad63472b11227",1,23.1
"0120e3dd2696a3bbb68dc2860815f7f2",1,258.25
"01218a8a807fc187849529e6f12237a9",1,30.1
"0121cfa7c946e6589f50d7012d3eb5eb",1,46.78
"012219b6d6d034eb359fc74730a080db",1,217.4
"012248555cb0bf51df99199cef81d562",1,70.83
"0122e81ff800460e44bb9c983ff2a2fd",1,74.28
"0123098b96f3d4014545642be53d891c",1,117.08
"01235dc626dcf13283207ba7f36a959a",1,66.86
"01237c761ffb72594a466ed514518af0",1,126.46
"0123a055aa66357326dd6db066592a7d",1,175.66
"0124e0c5bfae1979838a91e47df53f14",1,62.38
"0124f01177fc17cf20e1974621fd759a",1,202.87
"01255808a3d38a8dd69aa93265a4cb88",1,519.16
"012670c73246a753cbde0a215c2b9e8f",1,114.84
"0128412231f9fe9d7e944eea5392fc6b",1,94.83
"012973f4cb6743d00d7e2644ddc8804c",1,33.32
"012a238ab54294a3b365812ccc82b135",1,175.77
"012b3f6ab7776a8ab3443a4ad7bef2e6",1,107.8
"012bea13f9a355c983efb59a3f23583a",1,37.09
"012d8cbea490e6102cee6a2088aaa785",1,112.89
"012dc9e42da722d22e32c618a2521bec",1,58.87
"012e93f8170eb75b2f2f650629d04517",1,65.1
"012ea594e035047289b3e7c3f8b90cef",1,72.35
"012eab2625c5f8aaac6f37f2c19ef62f",1,97.22
"012f255bd5034b8e7fb3c91566a91cc8",1,92.8
"012f29911fcd2f1209d937741a6bbc6f",1,42.07
"012f2c4ca09b101a73e18957c3294cd6",1,1901.62
"013037c3f1773cc8fdbaf8ff54d8013b",1,7.58
"013037c3f1773cc8fdbaf8ff54d8013b",2,22.93
"013056cfe49763c6f66bda03396c5ee3",1,254.7
"01311f2795d8463a11f9422173687696",1,128.46
"0132158c30672a8c52997a2492613ec2",1,413.31
"0132451f29a10b66a5cf1bacc85f9afe",1,215.56
"0132d77609dd6e1867515ec57d898c10",1,99.35
"0132f39e8ad9b42ad2d41c847f44c0ed",1,37.16
"0132fef017ccf586491ca3685de667df",1,76.87
"01336d091c57d8be1feca330c5f047bd",1,90.73
"0133a47b53fee66218790a8d7dcab993",1,108.2
"0135675503322d804abef7ec5ed4824b",1,122.97
"01358622f65717728b3b2ec2cf4e8812",1,6.97
"01358622f65717728b3b2ec2cf4e8812",2,14.8
"0136390286be8a34efdc801ed150568f",1,40.56
"0136bcc7370d7fdf44bd916a6dd583c6",1,46.31
"01380d0df5b7dc8bd13f2266a57bd42c",1,27.86
"013a98b3a668bcef05b98898177f6923",1,198.7
"013aa6ba5077072401773f83f1ee6408",1,178.21
"013b811ba81339b7634ab5231c547e6a",1,116.94
"013bc5ce14f856d31efc8bebdc3a278f",1,32.61
